"BJ1564859542443917312","北京","海淀","西北旺"
"BJ1564867555972087808","北京","朝阳","中央别墅区"
"BJ1564879648565755904","北京","昌平","北七家"
"BJ1564889162052534272","北京","朝阳","亚运村"
"BJ1564895392078757888","北京","朝阳","中央别墅区"
"BJ1564899280236314624","北京","大兴","黄村中"
"BJ1564904859658878976","北京","西城","马甸"
"BJ1564906834484002816","北京","西城","小西天"
"BJ1564932426176659456","北京","朝阳","三里屯"
"BJ1564936912748150784","北京","西城","马连道"
"BJ1564985923194585088","北京","丰台","北京南站"
"BJ1565168278907650048","北京","丰台","花乡"
"BJ1565182012426289152","北京","朝阳","常营"
"BJ1565182682688651264","北京","门头沟","大峪"
"BJ1565207360564101120","北京","大兴","瀛海"
"BJ1565237915259240448","北京","通州","通州其它"
"BJ1565247328963526656","北京","通州","九棵树(家乐福)"
"BJ1565250019601154048","北京","海淀","玉泉路"
"BJ1565275311887613952","北京","东城","广渠门"
"BJ1565277128054800384","北京","朝阳","东大桥"
"BJ1565277277015506944","北京","朝阳","双桥"
"BJ1565279994756726784","北京","大兴","大兴新机场"
"BJ1565281949193338880","北京","西城","宣武门"
"BJ1565288922865467392","北京","东城","东四"
"BJ1565289342295867392","北京","密云","鼓楼街道"
"BJ1565292512581517312","北京","海淀","万柳"
"BJ1565331373680492544","北京","朝阳","亮马桥"
"BJ1565548231163641856","北京","朝阳","酒仙桥"
"BJ1565561453396623360","北京","大兴","义和庄"
"BJ1565567143624310784","北京","朝阳","亚运村"
"BJ1565567849542451200","北京","海淀","甘家口"
"BJ1565581475749822464","北京","昌平","奥林匹克公园"
"BJ1565592055852302336","北京","朝阳","北苑"
"BJ1565608191562088448","北京","丰台","西红门"
"BJ1565617614498037760","北京","海淀","海淀北部新区"
"BJ1565620146251235328","北京","东城","崇文门"
"BJ1565626939551514624","北京","大兴","大兴其它"
"BJ1565628220726837248","北京","昌平","西关环岛"
"BJ1565905143034019840","北京","朝阳","红庙"
"BJ1565920655889661952","北京","通州","通州其它"
"BJ1565923036635332608","北京","石景山","苹果园"
"BJ1565929333632008192","北京","东城","崇文门"
"BJ1565945430863249408","北京","海淀","军博"
"BJ1565949453611827200","北京","朝阳","望京"
"BJ1565950158485585920","北京","怀柔","怀柔"
"BJ1565950368787988480","北京","西城","菜户营"
"BJ1565975864863096832","北京","海淀","安宁庄"
"BJ1565994770705154048","北京","朝阳","奥林匹克公园"
"BJ1565995763975061504","北京","朝阳","常营"
"BJ1565998010318454784","北京","通州","武夷花园"
"BJ1566000514343108608","北京","顺义","顺义城"
"BJ1566005859371188224","北京","怀柔","怀柔"
"BJ1566036455166312448","北京","西城","月坛"
"BJ1566055889532616704","北京","海淀","公主坟"
"BJ1566057451512397824","北京","海淀","甘家口"
"BJ1566271388572975104","北京","顺义","顺义其它"
"BJ1566284728066113536","北京","大兴","观音寺"
"BJ1566292415914967040","北京","石景山","石景山其它"
"BJ1566328631163092992","北京","昌平","东关"
"BJ1566330799886696448","北京","朝阳","四惠"
"BJ1566331237495209984","北京","丰台","丰台其它"
"BJ1566333435952234496","北京","朝阳","宋家庄"
"BJ1566334378739499008","北京","西城","马甸"
"BJ1566349576128954368","北京","朝阳","定福庄"
"BJ1566363899203158016","北京","顺义","顺义城"
"BJ1566376520820195328","北京","海淀","甘家口"
"BJ1566379973030182912","北京","石景山","鲁谷"
"BJ1566402973725097984","北京","海淀","上地"
"BJ1566420744282308608","北京","东城","左安门"
"BJ1566638293909504000","北京","通州","玉桥"
"BJ1566655489205338112","北京","西城","官园"
"BJ1566711957359165440","北京","西城","木樨地"
"BJ1566713501236330496","北京","西城","木樨地"
"BJ1566728930130395136","北京","海淀","小西天"
"BJ1566732686666498048","北京","海淀","公主坟"
"BJ1566740283159216128","北京","西城","马连道"
"BJ1566741687798071296","北京","海淀","紫竹桥"
"BJ1566747194214580224","北京","石景山","八角"
"BJ1566747855236890624","北京","海淀","苏州桥"
"BJ1566765253671256064","北京","顺义","后沙峪"
"BJ1566770837523005440","北京","东城","崇文门"
"BJ1566780820440481792","北京","昌平","北七家"
"BJ1567004466685673472","北京","海淀","军博"
"BJ1567008752211591168","北京","海淀","西三旗"
"BJ1567018805924724736","北京","朝阳","朝青"
"BJ1567041209644351488","北京","海淀","西山"
"BJ1567053489039736832","北京","顺义","马坡"
"BJ1567082419180273664","北京","朝阳","四惠"
"BJ1567093208209424384","北京","海淀","公主坟"
"BJ1567100862671618048","北京","朝阳","健翔桥"
"BJ1567115712575569920","北京","密云","鼓楼街道"
"BJ1567127173586747392","北京","海淀","西二旗"
"BJ1567130014128799744","北京","石景山","八角"
"BJ1567156347491844096","北京","西城","马甸"
"BJ1567363570310578176","北京","朝阳","立水桥"
"BJ1567365189748129792","北京","朝阳","华威桥"
"BJ1567365384091205632","北京","朝阳","望京"
"BJ1567367596137775104","北京","朝阳","朝青"
"BJ1567372255074189312","北京","西城","马甸"
"BJ1567380693170782208","北京","朝阳","亚运村小营"
"BJ1567391807178801152","北京","昌平","南邵"
"BJ1567421044522745856","北京","东城","东花市"
"BJ1567427104583188480","北京","海淀","圆明园"
"BJ1567431498460561408","北京","大兴","大兴新机场"
"BJ1567444541714202624","北京","海淀","五棵松"
"BJ1567446361928892416","北京","海淀","双榆树"
"BJ1567446575246999552","北京","东城","建国门外"
"BJ1567460525296582656","北京","海淀","万柳"
"BJ1567465820047540224","北京","房山","阎村"
"BJ1567474248774057984","北京","通州","武夷花园"
"BJ1567475727937306624","北京","西城","西直门"
"BJ1567483047094255616","北京","海淀","紫竹桥"
"BJ1567526172986703872","北京","海淀","安宁庄"
"BJ1567714584620433408","北京","昌平","鼓楼大街"
"BJ1567719053382909952","北京","海淀","五道口"
"BJ1567723767029825536","北京","朝阳","中央别墅区"
"BJ1567727408251928576","北京","东城","东四"
"BJ1567732850017435648","北京","石景山","苹果园"
"BJ1567764311172972544","北京","东城","东直门"
"BJ1567780397062815744","北京","西城","阜成门"
"BJ1567784162939633664","北京","朝阳","东直门"
"BJ1567788816083714048","北京","朝阳","西坝河"
"BJ1567815697633902592","北京","门头沟","大峪"
"BJ1567817241251020800","北京","东城","建国门外"
"BJ1567857271545790464","北京","丰台","科技园区"
"BJ1568105156946427904","北京","东城","东花市"
"BJ1568143630999224320","北京","通州","亦庄"
"BJ1568154682784743424","北京","朝阳","立水桥"
"BJ1568166334120853504","北京","朝阳","望京"
"BJ1568173377883996160","北京","西城","车公庄"
"BJ1568175014413336576","北京","海淀","学院路"
"BJ1568226414421868544","北京","顺义","顺义城"
"BJ1568238562464235520","北京","海淀","紫竹桥"
"BJ1568437065891184640","北京","通州","九棵树(家乐福)"
"BJ1568451224041160704","北京","海淀","小西天"
"BJ1568453671308492800","北京","丰台","右安门外"
"BJ1568472748265570304","北京","西城","菜户营"
"BJ1568484689293869056","北京","通州","武夷花园"
"BJ1568509938458689536","北京","房山","长阳"
"BJ1568521261502431232","北京","东城","崇文门"
"BJ1568526249238724608","北京","朝阳","华威桥"
"BJ1568530957911195648","北京","丰台","北大地"
"BJ1568545441308475392","北京","海淀","苏州桥"
"BJ1568549250558590976","北京","西城","天宁寺"
"BJ1568549593858179072","北京","石景山","杨庄"
"BJ1568554712616140800","北京","丰台","七里庄"
"BJ1568563549284859904","北京","朝阳","朝青"
"BJ1568581263030222848","北京","石景山","石景山其它"
"BJ1568609999347777536","北京","顺义","马坡"
"BJ1568869235088687104","北京","朝阳","常营"
"BJ1568879854332411904","北京","朝阳","劲松"
"BJ1568883940024909824","北京","大兴","天宫院"
"BJ1568892021593079808","北京","西城","牛街"
"BJ1568896414627397632","北京","朝阳","宋家庄"
"BJ1568905996808486912","北京","西城","木樨地"
"BJ1568907475007045632","北京","丰台","木樨园"
"BJ1568925116199337984","北京","丰台","青塔"
"BJ1568931806277795840","北京","海淀","知春路"
"BJ1568958722221277184","北京","通州","万达"
"BJ1569174489076334592","北京","房山","长阳"
"BJ1569186743456890880","北京","昌平","鼓楼大街"
"BJ1569190178495397888","北京","昌平","东关"
"BJ1569204430350319616","北京","丰台","七里庄"
"BJ1569226258145869824","北京","东城","西罗园"
"BJ1569234407489798144","北京","石景山","石景山其它"
"BJ1569236124365225984","北京","东城","六铺炕"
"BJ1569243907303145472","北京","东城","六铺炕"
"BJ1569252529974280192","北京","朝阳","亚运村小营"
"BJ1569257980854009856","北京","朝阳","四惠"
"BJ1569262960419799040","北京","东城","朝阳门内"
"BJ1569294575468544000","北京","朝阳","望京"
"BJ1569294594019950592","北京","朝阳","望京"
"BJ1569326966794878976","北京","东城","灯市口"
"BJ1569527711557222400","北京","大兴","观音寺"
"BJ1569535598807482368","北京","通州","北关"
