"SH1568436368919494656","上海","徐汇","徐汇滨江"
"SH1568445070632288256","上海","普陀","万里"
"SH1568449513033564160","上海","黄浦","南京东路"
"SH1568453006037352448","上海","浦东","周浦"
"SH1568453145904807936","上海","浦东","金杨"
"SH1568477235155828736","上海","黄浦","打浦桥"
"SH1568496242441322496","上海","静安","永和"
"SH1568500759727702016","上海","浦东","惠南"
"SH1568501632746913792","上海","静安","彭浦"
"SH1568508931532128256","上海","静安","彭浦"
"SH1568519886504722432","上海","松江","九亭"
"SH1568526168653561856","上海","浦东","高行"
"SH1568576809576955904","上海","浦东","御桥"
"SH1568592165041340416","上海","奉贤","奉贤金汇"
"SH1568801127292469248","上海","浦东","临港新城"
"SH1568802390075768832","上海","闵行","吴泾"
"SH1568811561475112960","上海","徐汇","田林"
"SH1568834860213075968","上海","松江","新桥"
"SH1568839928375148544","上海","黄浦","新天地"
"SH1568848835533340672","上海","虹口","凉城"
"SH1568875375746875392","上海","奉贤","南桥"
"SH1568877843767623680","上海","浦东","北蔡"
"SH1568882498660728832","上海","黄浦","世博滨江"
"SH1568883499480383488","上海","徐汇","万体馆"
"SH1568982156305235968","上海","浦东","杨思前滩"
"SH1569188143872081920","上海","浦东","北蔡"
"SH1569193507548037120","上海","长宁","天山"
"SH1569227293249765376","上海","浦东","梅园"
"SH1569229028735320064","上海","奉贤","青村"
"SH1569231627228282880","上海","黄浦","南京东路"
"SH1569254756646387712","上海","长宁","中山公园"
"SH1569275529276686336","上海","青浦","徐泾"
"SH1569323804386131968","上海","宝山","张庙"
"SH1569351255900291072","上海","浦东","洋泾"
"SH1569523194266648576","上海","长宁","古北"
"SH1569528584828092416","上海","闵行","莘庄"
"SH1569544119162765312","上海","嘉定","南翔"
"SH1569550363495759872","上海","浦东","陆家嘴"
"SH1569553967103344640","上海","普陀","长征"
"SH1569554448840130560","上海","松江","松江新城"
"SH1569566645972631552","上海","青浦","赵巷"
"SH1569569321141665792","上海","嘉定","安亭"
"SH1569569537337065472","上海","松江","松江老城"
"SH1569569554424659968","上海","崇明","陈家镇"
"SH1569570197398880256","上海","徐汇","徐家汇"
"SH1569592947014369280","上海","杨浦","中原"
"SH1569600614353076224","上海","奉贤","庄行"
"SH1569609385091530752","上海","黄浦","豫园"
"SH1569612297054191616","上海","虹口","鲁迅公园"
"SH1569624267560058880","上海","徐汇","衡山路"
"SH1569630989771079680","上海","闵行","梅陇"
"SH1569641379691233280","上海","静安","西藏北路"
"SH1569695599714893824","上海","奉贤","南桥"
"SH1569697878635446272","上海","静安","南京西路"
"SH1569710747498315776","上海","闵行","七宝"
"SH1569880080325279744","上海","虹口","凉城"
"SH1569891996783345664","上海","虹口","北外滩"
"SH1569912260258693120","上海","青浦","徐泾"
"SH1569916955878490112","上海","松江","莘闵别墅"
"SH1569917080113774592","上海","黄浦","世博滨江"
"SH1569919871641190400","上海","黄浦","南京东路"
"SH1569919971696312320","上海","浦东","金杨"
"SH1569920744232583168","上海","浦东","南码头"
"SH1569924763957067776","上海","徐汇","徐家汇"
"SH1569937942095331328","上海","浦东","杨思前滩"
"SH1569941584575725568","上海","青浦","朱家角"
"SH1569942600704589824","上海","静安","西藏北路"
"SH1569950896056434688","上海","浦东","川沙"
"SH1569952068066607104","上海","浦东","川沙"
"SH1569955053349896192","上海","长宁","新华路"
"SH1569957842176180224","上海","宝山","罗店"
"SH1569970909337354240","上海","浦东","临港新城"
"SH1569972113849188352","上海","奉贤","南桥"
"SH1570000426693033984","上海","宝山","罗泾"
"SH1570011367639875584","上海","青浦","华新"
"SH1570018641397678080","上海","杨浦","新江湾城"
"SH1570024579378708480","上海","浦东","杨思前滩"
"SH1570251153566859264","上海","静安","静安寺"
"SH1570256944319430656","上海","宝山","罗店"
"SH1570295131775434752","上海","宝山","张庙"
"SH1570312941163511808","上海","静安","彭浦"
"SH1570313216494403584","上海","徐汇","徐家汇"
"SH1570331367592427520","上海","宝山","罗店"
"SH1570337469222617088","上海","普陀","长寿路"
"SH1570343303457538048","上海","长宁","新华路"
"SH1570344911109095424","上海","浦东","唐镇"
"SH1570361968093560832","上海","浦东","洋泾"
"SH1570364475792424960","上海","浦东","潍坊"
"SH1570381875636076544","上海","闵行","金汇"
"SH1570395309383614464","上海","松江","泗泾"
"SH1570414570156064768","上海","普陀","武宁"
"SH1570416957608427520","上海","浦东","川沙"
"SH1570618614719971328","上海","徐汇","上海南站"
"SH1570628477923622912","上海","浦东","塘桥"
"SH1570632675419488256","上海","虹口","鲁迅公园"
"SH1570641957368102912","上海","嘉定","南翔"
"SH1570656521002418176","上海","宝山","上大"
"SH1570674687308988416","上海","浦东","川沙"
"SH1570683368083816448","上海","静安","静安寺"
"SH1570686568052555776","上海","长宁","古北"
"SH1570694421165375488","上海","浦东","陆家嘴"
"SH1570696902054248448","上海","浦东","临港新城"
"SH1570698124870025216","上海","长宁","仙霞"
"SH1570700510837604352","上海","浦东","陆家嘴"
"SH1570701838972354560","上海","虹口","凉城"
"SH1570707108024811520","上海","长宁","中山公园"
"SH1570709988538580992","上海","宝山","罗店"
"SH1570714578155732992","上海","静安","南京西路"
"SH1570725097566633984","上海","松江","松江老城"
"SH1570730182522699776","上海","松江","松江老城"
"SH1570732624719118336","上海","闵行","春申"
"SH1570733997170884608","上海","松江","松江大学城"
"SH1570749758148968448","上海","普陀","长寿路"
"SH1570750984022392832","上海","嘉定","徐行"
"SH1570772637825630208","上海","闵行","七宝"
"SH1570784603453521920","上海","宝山","杨行"
"SH1570798630774767616","上海","青浦","朱家角"
"SH1570978783995887616","上海","浦东","祝桥"
"SH1570990778820329472","上海","浦东","张江"
"SH1571008990433771520","上海","虹口","凉城"
"SH1571018540725567488","上海","长宁","新华路"
"SH1571022849294991360","上海","徐汇","徐家汇"
"SH1571049893282185216","上海","浦东","金桥"
"SH1571051806132273152","上海","徐汇","康健"
"SH1571052465955012608","上海","黄浦","世博滨江"
"SH1571065851648409600","上海","闵行","静安新城"
"SH1571067715114762240","上海","静安","彭浦"
"SH1571072467055673344","上海","浦东","张江"
"SH1571083975038861312","上海","杨浦","新江湾城"
"SH1571084566595108864","上海","浦东","金桥"
"SH1571094366154391552","上海","奉贤","庄行"
"SH1571105983214649344","上海","奉贤","奉贤金汇"
"SH1571129146770194432","上海","静安","静安寺"
"SH1571134833269145600","上海","宝山","上大"
"SH1571137517632094208","上海","长宁","新华路"
"SH1571145707333615616","上海","普陀","长寿路"
"SH1571151460811407360","上海","虹口","北外滩"
"SH1571327515455127552","上海","普陀","中远两湾城"
"SH1571351135283838976","上海","浦东","梅园"
"SH1571355986172575744","上海","松江","松江新城"
"SH1571386127506472960","上海","普陀","真如"
"SH1571388891577974784","上海","青浦","朱家角"
"SH1571389798088704000","上海","闵行","浦江"
"SH1571395691563974656","上海","长宁","天山"
"SH1571402899857080320","上海","宝山","罗泾"
"SH1571416556133416960","上海","宝山","顾村"
"SH1571418083292086272","上海","杨浦","五角场"
"SH1571430607097954304","上海","普陀","真如"
"SH1571430913600913408","上海","长宁","中山公园"
"SH1571432689922211840","上海","嘉定","丰庄"
"SH1571434178346483712","上海","浦东","惠南"
"SH1571451694192001024","上海","静安","大宁"
"SH1571471783385628672","上海","静安","彭浦"
"SH1571478471165607936","上海","普陀","桃浦"
"SH1571486025287467008","上海","闵行","马桥"
"SH1571513721744785408","上海","浦东","杨东"
"SH1571527516428959744","上海","徐汇","田林"
"SH1571562659210330112","上海","黄浦","淮海中路"
"SH1571689331112804352","上海","宝山","月浦"
"SH1571716671192694784","上海","浦东","杨思前滩"
"SH1571730430086873088","上海","浦东","梅园"
"SH1571733669939249152","上海","黄浦","淮海中路"
"SH1571736320663879680","上海","杨浦","周家嘴路"
"SH1571737147776434176","上海","徐汇","徐家汇"
"SH1571741568988086272","上海","浦东","潍坊"
"SH1571744508050145280","上海","杨浦","周家嘴路"
"SH1571744624991535104","上海","长宁","西郊"
"SH1571746741684797440","上海","宝山","顾村"
"SH1571747623491076096","上海","松江","车墩"
"SH1571774763498471424","上海","奉贤","奉贤金汇"
"SH1571779453841833984","上海","静安","曹家渡"
"SH1571788786436669440","上海","松江","松江大学城"
"SH1571798624143147008","上海","青浦","徐泾"
"SH1571800728798756864","上海","徐汇","建国西路"
"SH1571802459469250560","上海","松江","松江老城"
"SH1571806373874761728","上海","黄浦","人民广场"
"SH1571812686491025408","上海","松江","莘闵别墅"
"SH1571821926169444352","上海","徐汇","衡山路"
"SH1571827895293181952","上海","闵行","老闵行"
"SH1571848502672097280","上海","松江","小昆山"
"SH1571881408450789376","上海","嘉定","嘉定新城"
"SH1572045441124532224","上海","黄浦","蓬莱公园"
"SH1572056293118574592","上海","静安","大宁"
"SH1572060334326284288","上海","徐汇","龙华"
"SH1572062022764331008","上海","虹口","北外滩"
"SH1572072023515987968","上海","宝山","大华"
"SH1572072629416755200","上海","静安","静安寺"
"SH1572073118145445888","上海","闵行","浦江"
"SH1572074230432923648","上海","浦东","惠南"
"SH1572074937592578048","上海","普陀","长寿路"
"SH1572084298444439552","上海","宝山","罗店"
"SH1572090191919710208","上海","浦东","杨思前滩"
"SH1572095983909601280","上海","浦东","惠南"
"SH1572099175577812992","上海","奉贤","奉贤金汇"
"SH1572135385960546304","上海","闵行","浦江"
"SH1572141222800130048","上海","闵行","金汇"
"SH1572141385421684736","上海","嘉定","江桥"
"SH1572165344905134080","上海","青浦","赵巷"
"SH1572177683750584320","上海","静安","大宁"
"SH1572180784624697344","上海","松江","车墩"
"SH1572185455204499456","上海","黄浦","新天地"
"SH1572188083871285248","上海","闵行","闵浦"
"SH1572199314329960448","上海","宝山","大华"
"SH1572226321143037952","上海","长宁","镇宁路"
"SH1572226945217724416","上海","长宁","天山"
"SH1572227640570413056","上海","徐汇","徐汇滨江"
"SH1572239619548774400","上海","静安","西藏北路"
"SH1572417138340134912","上海","黄浦","黄浦滨江"
"SH1572418767449751552","上海","浦东","杨思前滩"
"SH1572427815129710592","上海","杨浦","新江湾城"
"SH1572435816603451392","上海","浦东","唐镇"
"SH1572439370495950848","上海","奉贤","西渡"
"SH1572443258397655040","上海","静安","阳城"
"SH1572448798184046592","上海","静安","大宁"
"SH1572452231913930752","上海","青浦","赵巷"
"SH1572458848193609728","上海","静安","大宁"
"SH1572486509880147968","上海","杨浦","鞍山"
"SH1572503125229568000","上海","虹口","临平路"
"SH1572517697760002048","上海","徐汇","斜土路"
"SH1572518015012962304","上海","浦东","陆家嘴"
"SH1572532972123324416","上海","闵行","老闵行"
"SH1572534533176164352","上海","浦东","陆家嘴"
"SH1572534684657647616","上海","奉贤","奉贤金汇"
"SH1572538210473476096","上海","徐汇","斜土路"
"SH1572546008947097600","上海","青浦","盈浦"
"SH1572547535308849152","上海","奉贤","海湾"
"SH1572551906075607040","上海","浦东","临港新城"
"SH1572557109222965248","上海","闵行","梅陇"
"SH1572791799875895296","上海","青浦","盈浦"
"SH1572807896431853568","上海","宝山","大华"
"SH1572818987882905600","上海","松江","泗泾"
"SH1572823319986569216","上海","松江","莘闵别墅"
"SH1572834474805166080","上海","浦东","川沙"
"SH1572838452016185344","上海","长宁","天山"
"SH1572840308142505984","上海","浦东","塘桥"
"SH1572840358398656512","上海","闵行","七宝"
"SH1572868421912100864","上海","长宁","镇宁路"
"SH1572886615196434432","上海","虹口","四川北路"
"SH1572890901468938240","上海","黄浦","五里桥"
"SH1572897124939464704","上海","闵行","古美"
"SH1572898159233859584","上海","黄浦","黄浦滨江"
"SH1572901186573434880","上海","普陀","真如"
"SH1572904498773360640","上海","青浦","盈浦"
"SH1572907357413834752","上海","浦东","三林"
"SH1572926286790131712","上海","徐汇","龙华"
"SH1572944589889732608","上海","普陀","万里"
"SH1572946743006330880","上海","松江","松江大学城"
"SH1572970965145485312","上海","浦东","塘桥"
"SH1573170547062210560","上海","徐汇","龙华"
"SH1573181159309836288","上海","浦东","御桥"
"SH1573208612438802432","上海","浦东","祝桥"
"SH1573217494603137024","上海","松江","松江新城"
"SH1573229709968277504","上海","普陀","长寿路"
"SH1573244324366254080","上海","松江","车墩"
"SH1573245105370824704","上海","虹口","曲阳"
"SH1573247382798204928","上海","普陀","长寿路"
"SH1573247831328686080","上海","普陀","甘泉宜川"
"SH1573259233728659456","上海","闵行","闵浦"
"SH1573271761519116288","上海","虹口","凉城"
"SH1573277889732804608","上海","浦东","祝桥"
"SH1573288020822458368","上海","浦东","御桥"
"SH1573300671917064192","上海","杨浦","鞍山"
"SH1573384829230120960","上海","长宁","古北"
"SH1573512824171266048","上海","宝山","顾村"
"SH1573518151759429632","上海","松江","佘山"
"SH1573522950961758208","上海","徐汇","龙华"
"SH1573523674911211520","上海","闵行","吴泾"
"SH1573527086709080064","上海","浦东","三林"
"SH1573531461040996352","上海","虹口","江湾镇"
"SH1573532819609616384","上海","奉贤","庄行"
"SH1573539128492949504","上海","浦东","梅园"
"SH1573541025803141120","上海","普陀","中远两湾城"
"SH1573545080965300224","上海","闵行","吴泾"
"SH1573553414841827328","上海","杨浦","五角场"
"SH1573556074328358912","上海","青浦","朱家角"
"SH1573568856843091968","上海","闵行","金虹桥"
"SH1573571058286460928","上海","浦东","金桥"
"SH1573576143355772928","上海","徐汇","龙华"
"SH1573576868035035136","上海","虹口","临平路"
"SH1573586336886030336","上海","浦东","塘桥"
"SH1573586417295032320","上海","静安","江宁路"
"SH1573590591311183872","上海","奉贤","奉贤金汇"
"SH1573592203001856000","上海","普陀","真光"
"SH1573600628112883712","上海","静安","曹家渡"
"SH1573601220747067392","上海","普陀","长风"
"SH1573604727059382272","上海","青浦","徐泾"
"SH1573605929989963776","上海","徐汇","徐汇滨江"
"SH1573628933813829632","上海","长宁","中山公园"
"SH1573638927422586880","上海","青浦","徐泾"
"SH1573639899867774976","上海","松江","车墩"
"SH1573670176790937600","上海","静安","不夜城"
"SH1573691176463106048","上海","长宁","中山公园"
"SH1573872692552007680","上海","长宁","古北"
"SH1573874526654038016","上海","普陀","万里"
"SH1573886046066704384","上海","普陀","真光"
"SH1573901801143402496","上海","黄浦","豫园"
"SH1573905223766769664","上海","松江","松江大学城"
"SH1573917310882676736","上海","宝山","罗泾"
"SH1573920507168817152","上海","长宁","古北"
"SH1573929447369736192","上海","黄浦","豫园"
"SH1573939738367229952","上海","黄浦","老西门"
"SH1573944829790912512","上海","闵行","金虹桥"
"SH1573950091356536832","上海","浦东","金杨"
"SH1573953139134955520","上海","浦东","杨思前滩"
"SH1573954931881148416","上海","杨浦","控江路"
"SH1573955457079312384","上海","浦东","杨思前滩"
"SH1573956020374339584","上海","浦东","陆家嘴"
"SH1573960596397752320","上海","浦东","宣桥"
"SH1573981365743910912","上海","奉贤","海湾"
"SH1573995495548780544","上海","奉贤","四团"
"SH1574032890734313472","上海","奉贤","奉贤金汇"
"SH1574043646288723968","上海","浦东","唐镇"
"SH1574045665997094912","上海","静安","西藏北路"
"SH1574064321833467904","上海","松江","莘闵别墅"
"SH1574231398896631808","上海","松江","松江新城"
"SH1574245638260916224","上海","浦东","陆家嘴"
"SH1574259440213819392","上海","宝山","罗店"
"SH1574269602232270848","上海","嘉定","江桥"
"SH1574285283677962240","上海","静安","静安寺"
"SH1574286038937894912","上海","闵行","龙柏"
"SH1574300401715380224","上海","静安","大宁"
"SH1574307009086357504","上海","杨浦","黄兴公园"
"SH1574312736047759360","上海","黄浦","黄浦滨江"
"SH1574321533453598720","上海","嘉定","安亭"
"SH1574324016796139520","上海","浦东","南码头"
"SH1574329881393627136","上海","杨浦","黄兴公园"
"SH1574352251474935808","上海","黄浦","五里桥"
"SH1574365742680244224","上海","黄浦","蓬莱公园"
"SH1574379423321292800","上海","闵行","吴泾"
"SH1574389506407137280","上海","松江","松江老城"
"SH1574395325961994240","上海","杨浦","鞍山"
"SH1574396230312656896","上海","浦东","杨思前滩"
"SH1574592967581106176","上海","黄浦","五里桥"
"SH1574605375506743296","上海","浦东","御桥"
"SH1574607737856196608","上海","浦东","塘桥"
"SH1574620754064965632","上海","普陀","曹杨"
"SH1574629632219545600","上海","黄浦","淮海中路"
"SH1574631062221357056","上海","浦东","杨东"
"SH1574634162462130176","上海","虹口","临平路"
"SH1574649535152521216","上海","静安","曹家渡"
"SH1574658452121190400","上海","浦东","杨思前滩"
"SH1574668724567277568","上海","松江","佘山"
"SH1574670574393753600","上海","浦东","御桥"
"SH1574675303219855360","上海","松江","莘闵别墅"
"SH1574681079657267200","上海","奉贤","海湾"
"SH1574689358022180864","上海","闵行","七宝"
"SH1574694396534718464","上海","浦东","陆家嘴"
"SH1574709803660345344","上海","闵行","莘庄"
"SH1574713603422945280","上海","普陀","长寿路"
"SH1574716897365065728","上海","浦东","御桥"
"SH1574723441179754496","上海","杨浦","控江路"
"SH1574724414644158464","上海","嘉定","外冈"
"SH1574731603995787264","上海","浦东","杨东"
"SH1574732275935870976","上海","奉贤","奉贤金汇"
"SH1574732290339110912","上海","浦东","联洋"
"SH1574759835759542272","上海","浦东","北蔡"
"SH1574953449827598336","上海","黄浦","黄浦滨江"
"SH1574955921119903744","上海","奉贤","奉贤金汇"
"SH1574966665500688384","上海","浦东","洋泾"
"SH1574976949799878656","上海","宝山","顾村"
"SH1574977730116583424","上海","浦东","潍坊"
"SH1574984679465943040","上海","浦东","陆家嘴"
"SH1575008497106419712","上海","奉贤","南桥"
"SH1575017059031449600","上海","黄浦","黄浦滨江"
"SH1575018992861446144","上海","徐汇","上海南站"
"SH1575024586901159936","上海","长宁","镇宁路"
"SH1575033634157494272","上海","浦东","梅园"
"SH1575035999736561664","上海","杨浦","五角场"
"SH1575037054159421440","上海","松江","松江新城"
"SH1575039299672342528","上海","浦东","金杨"
"SH1575048750542356480","上海","浦东","金桥"
"SH1575053328075718656","上海","浦东","陆家嘴"
"SH1575065561145016320","上海","普陀","中远两湾城"
"SH1575076322504343552","上海","青浦","朱家角"
"SH1575078550103392256","上海","徐汇","华泾"
"SH1575090766886207488","上海","长宁","西郊"
"SH1575104955419721728","上海","浦东","御桥"
"SH1575109898046275584","上海","长宁","新华路"
"SH1575110810680688640","上海","闵行","吴泾"
"SH1575113607035748352","上海","闵行","龙柏"
"SH1575114470697467904","上海","青浦","徐泾"
"SH1575114627111452672","上海","杨浦","东外滩"
"SH1575129675657641984","上海","杨浦","周家嘴路"
"SH1575146595240902656","上海","静安","江宁路"
"SH1575315965468475392","上海","静安","不夜城"
"SH1575331666971328512","上海","闵行","春申"
"SH1575340553019588608","上海","青浦","夏阳"
"SH1575343759648882688","上海","静安","闸北公园"
"SH1575350208282230784","上海","浦东","碧云"
"SH1575354278225117184","上海","杨浦","新江湾城"
"SH1575370993117954048","上海","徐汇","徐家汇"
"SH1575381049813237760","上海","闵行","老闵行"
"SH1575401261707034624","上海","浦东","川沙"
"SH1575403045431279616","上海","虹口","鲁迅公园"
"SH1575405514664181760","上海","浦东","惠南"
"SH1575407110491996160","上海","嘉定","嘉定新城"
"SH1575409145153060864","上海","宝山","罗泾"
"SH1575427345609654272","上海","黄浦","打浦桥"
"SH1575428684364382208","上海","浦东","杨思前滩"
"SH1575431894537863168","上海","浦东","川沙"
"SH1575446579077185536","上海","闵行","浦江"
"SH1575448990634213376","上海","长宁","中山公园"
"SH1575460666976763904","上海","闵行","古美"
"SH1575488923856011264","上海","浦东","唐镇"
"SH1575683382107439104","上海","闵行","金汇"
"SH1575685853445881856","上海","长宁","新华路"
"SH1575702957985366016","上海","普陀","长风"
"SH1575703099228553216","上海","普陀","长风"
"SH1575703138944417792","上海","普陀","长风"
"SH1575708030392074240","上海","闵行","莘庄"
"SH1575712429763985408","上海","金山","金山"
"SH1575721917313187840","上海","浦东","陆家嘴"
"SH1575729079376674816","上海","长宁","中山公园"
"SH1575735184152592384","上海","浦东","三林"
"SH1575736960633274368","上海","闵行","七宝"
"SH1575759601452711936","上海","虹口","曲阳"
"SH1575761106192826368","上海","徐汇","衡山路"
"SH1575764345348947968","上海","青浦","赵巷"
"SH1575773074886754304","上海","徐汇","徐家汇"
"SH1575779169961246720","上海","黄浦","老西门"
"SH1575786792781611008","上海","浦东","惠南"
"SH1575797875655311360","上海","浦东","张江"
"SH1575799319376691200","上海","浦东","张江"
"SH1575816671065538560","上海","浦东","梅园"
"SH1575826235794128896","上海","杨浦","中原"
"SH1575828107762335744","上海","静安","彭浦"
"SH1575839182666858496","上海","虹口","曲阳"
"SH1575839503996682240","上海","闵行","金汇"
"SH1575856308907671552","上海","浦东","祝桥"
"SH1575857720416796672","上海","松江","松江老城"
"SH1575861258521935872","上海","闵行","金虹桥"
"SH1575887506056937472","上海","静安","阳城"
"SH1576051720100773888","上海","浦东","川沙"
"SH1576060348132229120","上海","奉贤","海湾"
"SH1576066277263278080","上海","虹口","临平路"
"SH1576066755049029632","上海","青浦","盈浦"
"SH1576081501768908800","上海","浦东","塘桥"
"SH1576081722661928960","上海","杨浦","中原"
"SH1576084247842652160","上海","浦东","高行"
"SH1576084843719032832","上海","普陀","曹杨"
"SH1576094248254570496","上海","浦东","川沙"
"SH1576094601247195136","上海","静安","阳城"
"SH1576100745848029184","上海","宝山","罗店"
"SH1576103523689431040","上海","普陀","真如"
"SH1576116482587230208","上海","普陀","真如"
"SH1576122074605289472","上海","浦东","塘桥"
"SH1576125942055567360","上海","普陀","武宁"
"SH1576127992793399296","上海","徐汇","华泾"
"SH1576142928705748992","上海","长宁","新华路"
"SH1576151549376200704","上海","杨浦","五角场"
"SH1576163687469678592","上海","松江","泗泾"
"SH1576185452031901696","上海","长宁","虹桥"
"SH1576205902254440448","上海","徐汇","徐家汇"
"SH1576211885865304064","上海","闵行","春申"
"SH1576220559342043136","上海","浦东","碧云"
"SH1576228872083472384","上海","黄浦","世博滨江"
"SH1576403717404491776","上海","普陀","长风"
"SH1576410904050794496","上海","徐汇","万体馆"
"SH1576413227678433280","上海","长宁","北新泾"
"SH1576432673356775424","上海","青浦","朱家角"
"SH1576435195374993408","上海","黄浦","豫园"
"SH1576439029971288064","上海","黄浦","新天地"
"SH1576450631986577408","上海","闵行","莘庄"
"SH1576458529441579008","上海","徐汇","斜土路"
"SH1576468008174354432","上海","长宁","虹桥"
"SH1576469676534267904","上海","长宁","镇宁路"
"SH1576472824028069888","上海","闵行","老闵行"
"SH1576477411980083200","上海","静安","江宁路"
